;ID;TITLE;DATE;PRICE;ADDRESS;CATEGORIES;DESCRIPTION;VIEWS;SPECS
0;3785327157;Samsung Galaxy A50, 4/64 ГБ;6 июля в 15:29;5000;Республика Дагестан, г.о. Хасавюрт;['Электроника', 'Телефоны', 'Мобильные телефоны', 'Samsung'];"Ассаламу алейкум, продаю свой Самсунг А50 в хорошем состоянии ничего не лагает. Полный комплект: зарядка,коробка,чехол.
Без лишних косяков. Камеры все работают
Реальному не большой торг💯
БАРТЕР РАССМОТРЮ‼‼";2344;[('Состояние', 'Хорошее'), ('Производитель', 'Samsung'), ('Модель', 'Galaxy A50'), ('Встроенная память', '64 ГБ'), ('Цвет', 'Синий'), ('Оперативная память', '4 ГБ')]
